platform_id;certificate_id;issue_date;certificate_fee;course_name;online_date;certificate_name;certificate_type;course_id;course_info
495;372;2023-11-19;99,39;Process Improvement Techniques;2021-11-10;Excel Professional Certificate;completion;148,0;"Prepares students to improve processes using structured methods; requires analytical thinking."
425;39;2025-06-27;94,17;Operations Management;2025-05-24;AI Productivity Certificate;completion;;"Prepares students to optimize workflows and resources; requires basic business knowledge."
42;849;2029-02-28;649,4;Customer Experience Analytics;2024-11-24;Financial Modeling Certificate;professional;52,0;"Prepares students to analyze customer satisfaction and service metrics; requires communication and spreadsheet skills."
127;915;2028-11-18;217,15;Agile and Scrum Fundamentals;2024-02-15;Statistics for Business Certificate;specialization;105,0;"Prepares students to work in agile delivery environments; requires no prior agile certification."
399;74;2024-03-08;424,42;Excel for Professionals;2023-04-07;Agile Practitioner Certificate;professional;103,0;"Prepares students to automate reporting and work with advanced formulas; requires basic Excel skills."
399;74;2024-03-08;422,93;Python for Business Analytics;2023-04-07;Agile Practitioner Certificate;professional;152,0;"Prepares students to analyze business data with Python; requires familiarity with spreadsheets and basic logic."
291;670;2031-12-21;1092,86;Agile and Scrum Fundamentals;2025-04-22;Industrial IoT Certificate;advanced;195,0;"Prepares students to work in agile delivery environments; requires no prior agile certification."
497;639;2035-01-21;63,26;AI Tools for Productivity;2025-04-27;AI Productivity Certificate;completion;;"Prepares students to use modern AI tools responsibly in daily work; requires general digital literacy."
381;558;2026-02-11;569,19;Data Visualization with Power BI;2022-05-07;Power BI Analyst Certificate;professional;49,0;"Prepares students to build business dashboards in Power BI; requires basic data handling skills."
95;382;2025-12-21;329,98;R for Data Analysis;2021-08-15;Business Analytics Certificate;specialization;56,0;"Prepares students to perform statistical analysis in R; requires basic statistics knowledge."
322;10;2023-06-09;670,65;AI Tools for Productivity;2022-04-05;Industrial IoT Certificate;advanced;140,0;"Prepares students to use modern AI tools responsibly in daily work; requires general digital literacy."
278;180;2030-01-10;755,0;Database Design Principles;2024-06-09;Operations Excellence Certificate;advanced;;"Prepares students to model business data structures; requires logical reasoning and basic computing knowledge."
473;177;2026-01-01;1007,68;Cybersecurity Awareness;2022-01-22;Supply Chain Analytics Certificate;advanced;;"Prepares students to identify cyber risks and good security practices; requires no previous technical background."
100;798;2032-11-12;519,35;Information Security Foundations;2024-09-22;Power BI Analyst Certificate;professional;;"Prepares students to understand core information security principles; requires no prior security certification."
18;320;2025-11-12;839,9;AI Tools for Productivity;2024-09-04;Operations Excellence Certificate;advanced;;"Prepares students to use modern AI tools responsibly in daily work; requires general digital literacy."
163;706;2033-02-02;198,55;R for Data Analysis;2024-09-10;Business Intelligence Specialist;specialization;;"Prepares students to perform statistical analysis in R; requires basic statistics knowledge."
298;169;2033-03-25;539,15;Data Analysis Fundamentals;2025-08-08;Financial Modeling Certificate;professional;;"Prepares students for entry-level data analysis roles; requires basic spreadsheet knowledge."
123;323;2023-12-06;900,0;Customer Experience Analytics;2021-08-30;Project Management Certificate;professional;;"Prepares students to analyze customer satisfaction and service metrics; requires communication and spreadsheet skills."
212;34;2024-12-13;491,84;Industrial IoT Fundamentals;2022-10-03;Agile Practitioner Certificate;professional;;"Prepares students to understand sensors, connectivity, and monitoring systems; requires basic technical curiosity."
414;244;2028-08-28;48,53;Cloud Computing Basics;2024-07-12;Cloud Fundamentals Certificate;completion;;"Prepares students to understand cloud service models and deployment basics; requires general IT literacy."
7;75;2028-03-07;398,55;Python for Business Analytics;2022-11-10;Statistics for Business Certificate;specialization;62,0;"Prepares students to analyze business data with Python; requires familiarity with spreadsheets and basic logic."
282;737;2025-10-28;1080,92;Data Analysis Fundamentals;2022-11-06;Supply Chain Analytics Certificate;advanced;;"Prepares students for entry-level data analysis roles; requires basic spreadsheet knowledge."
353;49;2025-12-02;619,42;Operations Management;2025-02-21;Financial Modeling Certificate;professional;21,0;"Prepares students to optimize workflows and resources; requires basic business knowledge."
119;194;2028-05-04;362,44;Customer Experience Analytics;2021-12-22;Agile Practitioner Certificate;professional;82,0;"Prepares students to analyze customer satisfaction and service metrics; requires communication and spreadsheet skills."
410;813;2032-08-09;48,03;SQL for Data Management;2024-04-30;Database Foundations Certificate;completion;;"Prepares students to query and manage relational databases; requires no prior SQL experience."
335;760;2025-03-22;525,49;Digital Marketing Analytics;2022-06-09;Operations Excellence Certificate;advanced;188,0;"Prepares students to measure campaign performance and customer behavior; requires basic marketing concepts."
411;972;2023-12-16;84,32;Digital Marketing Analytics;2023-10-06;Excel Professional Certificate;completion;128,0;"Prepares students to measure campaign performance and customer behavior; requires basic marketing concepts."
44;759;2027-03-30;103,6;Agile and Scrum Fundamentals;2024-12-20;AI Productivity Certificate;completion;;"Prepares students to work in agile delivery environments; requires no prior agile certification."
236;381;2028-12-04;676,69;Data Governance Fundamentals;2022-11-26;Data Professional;professional;90,0;"Prepares students to define standards for data quality and ownership; requires spreadsheet familiarity."
110;167;2023-03-01;450,0;Industrial IoT Fundamentals;2021-04-13;Digital Marketing Analyst;specialization;41,0;"Prepares students to understand sensors, connectivity, and monitoring systems; requires basic technical curiosity."
110;167;2023-03-01;244,16;Database Design Principles;2021-04-13;Digital Marketing Analyst;specialization;74,0;"Prepares students to model business data structures; requires logical reasoning and basic computing knowledge."
64;250;2026-03-12;803,61;Supply Chain Analytics;2026-01-15;Industrial IoT Certificate;advanced;;"Prepares students to analyze logistics and operational performance; requires spreadsheet knowledge."
326;751;2035-07-04;295,83;Operations Management;2025-10-01;HR Analytics Certificate;specialization;;"Prepares students to optimize workflows and resources; requires basic business knowledge."
99;57;2032-04-23;830,54;Risk Management Essentials;2025-01-22;Supply Chain Analytics Certificate;advanced;;"Prepares students to identify, assess, and report business risks; requires basic business literacy."
52;940;2024-01-15;1071,64;Financial Modeling Essentials;2022-11-18;Operations Excellence Certificate;advanced;;"Prepares students to build simple financial models; requires spreadsheet skills and basic finance knowledge."
298;811;2028-11-20;227,84;Machine Learning Basics;2025-08-08;HR Analytics Certificate;specialization;;"Prepares students to understand supervised learning workflows; requires statistics and Python basics."
418;208;2023-05-22;552,38;Python for Business Analytics;2021-10-25;Machine Learning Foundations Certificate;advanced;;"Prepares students to analyze business data with Python; requires familiarity with spreadsheets and basic logic."
106;460;2025-12-21;481,12;Web Development Basics;2024-09-29;Operations Excellence Certificate;advanced;77,0;"Prepares students to understand front-end and back-end web concepts; requires basic computer literacy."
343;996;2031-02-11;85,78;Cloud Computing Basics;2024-01-26;Web Development Foundations Certificate;completion;;"Prepares students to understand cloud service models and deployment basics; requires general IT literacy."
168;909;2025-09-18;478,33;Project Management Essentials;2021-09-19;Financial Modeling Certificate;professional;;"Prepares students to coordinate projects and teams; requires basic organizational and communication skills."
149;130;2029-03-22;597,68;Machine Learning Basics;2022-03-16;Industrial IoT Certificate;advanced;;"Prepares students to understand supervised learning workflows; requires statistics and Python basics."
